ticker,start,end,rule,cik,price_symbol,price_source,status,note
FL,2016-04-04,2019-08-09,R3,850209,FL,tiingo,OK,Foot Locker Inc · 후보1→정기보고서 있는 1
FLEX,2026-06-22,,R1,866374,FLEX,yfinance,OK,위키 CIK 일치
FLIR,2009-01-02,2021-05-14,R3,354908,FLIR,tiingo,OK,Flir Systems Inc · 후보1→정기보고서 있는 1
FLR,2000-12-22,2019-06-03,R3,1124198,FLR,tiingo,OK,Fluor Corporation · 후보1→정기보고서 있는 1
FLS,2008-10-02,2021-03-22,R3,30625,FLS,tiingo,OK,Flowserve Corp · 후보2→정기보고서 있는 1
FLT,2018-06-20,2024-03-25,R2,1175454,CPAY,yfinance,OK,Corpay · 후보1→정기보고서 있는 1
FMC,2009-08-19,2025-03-24,R3,37785,FMC,tiingo,OK,FMC Corp · 후보2→정기보고서 있는 1
FOSL,2012-04-04,2016-01-05,R3,883569,FOSL,tiingo,OK,Fossil Group Inc · 후보1→정기보고서 있는 1
FOX,2015-09-21,,R1,1754301,FOX,yfinance,OK,위키 CIK 일치
FOXA,2004-12-20,,R1,1754301,FOXA,yfinance,OK,위키 CIK 일치
FRC,2019-01-02,2023-05-04,R2,,FRCB,tiingo,PRICE_ONLY,수동: First Republic Bank 는 FDIC 에 공시 — 가격(FRCB)만 · EDGAR 재무 없음
FRT,2016-02-01,,R1,34903,FRT,yfinance,OK,위키 CIK 일치
FSLR,2009-10-16,2017-03-20,R3,1274494,FSLR,tiingo,OK,First Solar Inc · 후보1→정기보고서 있는 1
FSLR,2022-12-19,,R1,1274494,FSLR,yfinance,OK,위키 CIK 일치
FTI,2009-06-05,2021-02-12,R3,1681459,FTI,tiingo,OK,TechnipFMC plc · 후보1→정기보고서 있는 1
FTNT,2018-10-11,,R1,1262039,FTNT,yfinance,OK,위키 CIK 일치
FTR,2001-02-27,2017-03-20,R5,,,,UNREACHABLE,Tiingo 기간 2020-04-23~2021-06-01 이 구간을 못 덮음(재사용·잘림)
FTV,2016-07-05,,R1,1659166,FTV,yfinance,OK,위키 CIK 일치
GAS,2011-12-13,2016-07-01,R3,1004155,GAS,tiingo,OK,AGL Resources Inc · 후보1→정기보고서 있는 1
GD,1996-01-02,,R1,40533,GD,yfinance,OK,위키 CIK 일치
GDDY,2024-06-24,,R1,1609711,GDDY,yfinance,OK,위키 CIK 일치
GE,1996-01-02,,R1,40545,GE,yfinance,OK,위키 CIK 일치
GEHC,2023-01-04,,R1,1932393,GEHC,yfinance,OK,위키 CIK 일치
GEN,2022-11-08,,R1,849399,GEN,yfinance,OK,위키 CIK 일치
GEV,2024-04-02,,R1,1996810,GEV,yfinance,OK,위키 CIK 일치
GGP,2013-12-10,2018-08-28,R3,1496048,GGP,tiingo,OK,General Growth Properties Inc · 후보2→정기보고서 있는 1
GILD,2004-07-01,,R1,882095,GILD,yfinance,OK,위키 CIK 일치
GIS,1996-01-02,,R1,40704,GIS,yfinance,OK,위키 CIK 일치
GL,2019-08-08,,R1,320335,GL,yfinance,OK,위키 CIK 일치
GLW,1996-01-02,,R1,24741,GLW,yfinance,OK,위키 CIK 일치
GM,2013-06-07,,R1,1467858,GM,yfinance,OK,위키 CIK 일치
GMCR,2014-03-24,2016-03-03,R3,909954,GMCR,tiingo,OK,Green Mountain Coffee Roasters Inc · 후보1→정기보고서 있는 1
GME,2007-12-14,2016-04-25,R3,1326380,GME,tiingo,OK,Gamestop Corporation - Class A · 후보5→정기보고서 있는 1
GNRC,2021-03-22,,R1,1474735,GNRC,yfinance,OK,위키 CIK 일치
GOOG,2014-04-03,,R1,1652044,GOOG,yfinance,OK,위키 CIK 일치
GOOGL,2006-04-03,,R1,1652044,GOOGL,yfinance,OK,위키 CIK 일치
GPC,1996-01-02,,R1,40987,GPC,yfinance,OK,위키 CIK 일치
GPN,2016-04-25,,R1,1123360,GPN,yfinance,OK,위키 CIK 일치
GPS,1996-01-02,2022-02-02,R2,39911,GAP,tiingo,OK,Gap Inc · 후보2→정기보고서 있는 1
GRMN,2012-12-12,,R1,1121788,GRMN,yfinance,OK,위키 CIK 일치
GS,2002-07-22,,R1,886982,GS,yfinance,OK,위키 CIK 일치
GT,1996-01-02,2019-02-27,R3,42582,GT,tiingo,OK,Goodyear Tire & Rubber Company · 후보1→정기보고서 있는 1
GWW,1996-01-02,,R1,277135,GWW,yfinance,OK,위키 CIK 일치
HAL,1996-01-02,,R1,45012,HAL,yfinance,OK,위키 CIK 일치
HAR,2006-02-01,2017-03-13,R3,800459,HAR,tiingo,OK,수동: Harman International Industries /DE/ (Samsung 2017-03 인수)
HAS,1996-01-02,,R1,46080,HAS,yfinance,OK,위키 CIK 일치
HBAN,1997-08-06,,R1,49196,HBAN,yfinance,OK,위키 CIK 일치
HBI,2015-03-23,2021-12-20,R3,1359841,HBI,tiingo,OK,Hanesbrands Inc · 후보1→정기보고서 있는 1
HCA,2015-01-27,,R1,860730,HCA,yfinance,OK,위키 CIK 일치
HCP,2008-03-31,2019-11-05,R2,765880,DOC,yfinance,OK,Healthpeak Properties · 후보1→정기보고서 있는 1
HD,1996-01-02,,R1,354950,HD,yfinance,OK,위키 CIK 일치
HES,1996-01-02,2025-07-23,R3,4447,HES,tiingo,OK,Hess Corporation · 후보1→정기보고서 있는 1
HFC,2018-06-18,2021-06-04,R2,48039,DINO,tiingo,OK,수동: R2 DINO 의 현재 CIK 는 HF Sinclair(2022 신설 지주) — 구간(2018~2021) 기업은 HollyFrontier
HIG,1996-01-02,,R1,874766,HIG,yfinance,OK,위키 CIK 일치
HII,2018-01-03,,R1,1501585,HII,yfinance,OK,위키 CIK 일치
HLT,2017-06-19,,R1,1585689,HLT,yfinance,OK,위키 CIK 일치
HOG,2000-01-31,2020-06-22,R3,793952,HOG,tiingo,OK,Harley-Davidson Inc · 후보1→정기보고서 있는 1
HOLX,2016-03-30,2026-04-09,R3,859737,HOLX,tiingo,OK,Hologic Inc · 후보1→정기보고서 있는 1
HON,1996-01-02,,R1,773840,HON,yfinance,OK,위키 CIK 일치
HONA,2026-06-29,,R1,2089271,HONA,yfinance,OK,위키 CIK 일치
HOOD,2025-09-22,,R1,1783879,HOOD,yfinance,OK,위키 CIK 일치
HOT,2000-11-17,2016-09-23,R3,316206,HOT,tiingo,OK,수동: Tiingo 이름=ETF(Defiance) · 기간=Starwood Hotels(Marriott 2016-09 인수). SEC STARWOOD HOTELS & RESORTS WORLDWIDE
HP,2010-03-01,2020-05-22,R3,46765,HP,tiingo,OK,Helmerich & Payne Inc · 후보1→정기보고서 있는 1
HPE,2015-11-02,,R1,1645590,HPE,yfinance,OK,위키 CIK 일치
HPQ,1996-01-02,,R1,47217,HPQ,yfinance,OK,위키 CIK 일치
HRB,1996-01-02,2020-09-21,R3,12659,HRB,tiingo,OK,H&R Block Inc · 후보1→정기보고서 있는 1
HRL,2009-03-04,,R1,48465,HRL,yfinance,OK,위키 CIK 일치
HRS,2008-09-22,2019-06-01,R2,202058,LHX,yfinance,OK,L3Harris Technologies · 후보1→정기보고서 있는 1
HSIC,2015-03-18,,R1,1000228,HSIC,yfinance,OK,위키 CIK 일치
HST,2007-03-20,,R1,1070750,HST,yfinance,OK,위키 CIK 일치
HSY,1996-01-02,,R1,47111,HSY,yfinance,OK,위키 CIK 일치
HUBB,2023-10-18,,R1,48898,HUBB,yfinance,OK,위키 CIK 일치
HUM,1996-01-02,,R1,49071,HUM,yfinance,OK,위키 CIK 일치
HWM,2020-04-06,,R1,4281,HWM,yfinance,OK,위키 CIK 일치
IBKR,2025-08-28,,R1,1381197,IBKR,yfinance,OK,위키 CIK 일치
IBM,1996-01-02,,R1,51143,IBM,yfinance,OK,위키 CIK 일치
ICE,2007-09-26,,R1,1571949,ICE,yfinance,OK,위키 CIK 일치
IDXX,2017-01-05,,R1,874716,IDXX,yfinance,OK,위키 CIK 일치
IEX,2019-08-09,,R1,832101,IEX,yfinance,OK,위키 CIK 일치
IFF,1996-01-02,,R1,51253,IFF,yfinance,OK,위키 CIK 일치
ILMN,2015-11-19,2024-06-24,R3,1110803,ILMN,tiingo,OK,Illumina Inc · 후보1→정기보고서 있는 1
INCY,2017-02-28,,R1,879169,INCY,yfinance,OK,위키 CIK 일치
INFO,2017-06-02,2022-03-02,R5,,,,UNREACHABLE,Tiingo 기간 2024-10-10~2026-09-24 이 구간을 못 덮음(재사용·잘림)
INTC,1996-01-02,,R1,50863,INTC,yfinance,OK,위키 CIK 일치
INTU,2000-12-11,,R1,896878,INTU,yfinance,OK,위키 CIK 일치
INVH,2022-09-19,,R1,1687229,INVH,yfinance,OK,위키 CIK 일치
IP,1996-01-02,,R1,51434,IP,yfinance,OK,위키 CIK 일치
IPG,1996-01-02,2025-11-28,R3,51644,IPG,tiingo,OK,수동: Interpublic Group of Companies(Cos. 약어)
IPGP,2018-03-07,2022-06-21,R3,1111928,IPGP,tiingo,OK,IPG Photonics Corp · 후보1→정기보고서 있는 1
IQV,2017-08-29,,R1,1478242,IQV,yfinance,OK,위키 CIK 일치
IR,2010-11-17,,R1,1699150,IR,yfinance,OK,위키 CIK 일치
IRM,2009-01-06,,R1,1020569,IRM,yfinance,OK,위키 CIK 일치
ISRG,2008-06-02,,R1,1035267,ISRG,yfinance,OK,위키 CIK 일치
IT,2017-04-05,,R1,749251,IT,yfinance,OK,위키 CIK 일치
ITW,1996-01-02,,R1,49826,ITW,yfinance,OK,위키 CIK 일치
IVZ,2008-08-21,,R1,914208,IVZ,yfinance,OK,위키 CIK 일치
J,2019-12-10,,R1,52988,J,yfinance,OK,위키 CIK 일치
JBHT,2015-07-01,,R1,728535,JBHT,yfinance,OK,위키 CIK 일치
JBL,2023-12-18,,R1,898293,JBL,yfinance,OK,위키 CIK 일치
JCI,1996-01-02,,R1,833444,JCI,yfinance,OK,위키 CIK 일치
JEC,2007-10-26,2019-12-10,R2,52988,J,yfinance,OK,Jacobs Solutions · 후보1→정기보고서 있는 1
JEF,2007-08-27,2019-09-26,R3,96223,JEF,tiingo,OK,Jefferies Financial Group Inc · 후보1→정기보고서 있는 1
JKHY,2018-11-13,,R1,779152,JKHY,yfinance,OK,위키 CIK 일치
JNJ,1996-01-02,,R1,200406,JNJ,yfinance,OK,위키 CIK 일치
JNPR,2006-06-02,2025-07-09,R3,1043604,JNPR,tiingo,OK,Juniper Networks Inc · 후보1→정기보고서 있는 1
JPM,1996-01-02,,R1,19617,JPM,yfinance,OK,위키 CIK 일치
JWN,1996-01-02,2020-06-22,R3,72333,JWN,tiingo,OK,Nordstrom Inc · 후보1→정기보고서 있는 1
K,1996-01-02,2025-12-11,R3,55067,K,tiingo,OK,Kellanova · 후보1→정기보고서 있는 1
KDP,2008-10-07,2018-07-02,R3,1418135,KDP,tiingo,OK,Keurig Dr Pepper Inc · 후보1→정기보고서 있는 1
KDP,2022-06-21,,R1,1418135,KDP,yfinance,OK,위키 CIK 일치
KEY,1996-01-02,,R1,91576,KEY,yfinance,OK,위키 CIK 일치
KEYS,2018-11-06,,R1,1601046,KEYS,yfinance,OK,위키 CIK 일치
KHC,2015-07-06,,R1,1637459,KHC,yfinance,OK,위키 CIK 일치
KIM,2006-04-03,,R1,879101,KIM,yfinance,OK,위키 CIK 일치
KKR,2024-06-24,,R1,1404912,KKR,yfinance,OK,위키 CIK 일치
KLAC,1997-09-15,,R1,319201,KLAC,yfinance,OK,위키 CIK 일치
KMB,1996-01-02,,R1,55785,KMB,yfinance,OK,위키 CIK 일치
KMI,2012-05-25,,R1,1506307,KMI,yfinance,OK,위키 CIK 일치
KMX,2010-06-28,2025-10-31,R3,1170010,KMX,tiingo,OK,Carmax Inc · 후보1→정기보고서 있는 1
KO,1996-01-02,,R1,21344,KO,yfinance,OK,위키 CIK 일치
KORS,2013-11-13,2018-09-19,R2,1530721,CPRI,tiingo,OK,Capri Holdings · 후보2→정기보고서 있는 1
KR,1996-01-02,,R1,56873,KR,yfinance,OK,위키 CIK 일치
KSS,1998-08-14,2020-09-21,R3,885639,KSS,tiingo,OK,Kohl`s Corp · 후보1→정기보고서 있는 1
KSU,2013-05-24,2021-12-14,R3,54480,KSU,tiingo,OK,Kansas City Southern · 후보1→정기보고서 있는 1
KVUE,2023-08-25,,R1,1944048,KVUE,yfinance,OK,위키 CIK 일치
L,1996-01-02,,R1,60086,L,yfinance,OK,위키 CIK 일치
LB,1996-01-02,2021-08-03,R2,701985,BBWI,tiingo,OK,Bath & Body Works · 후보2→정기보고서 있는 1
LDOS,2019-08-09,,R1,1336920,LDOS,yfinance,OK,위키 CIK 일치
LEG,1999-10-18,2021-12-20,R3,58492,LEG,tiingo,OK,Leggett & Platt Inc · 후보1→정기보고서 있는 1
LEN,2005-10-04,,R1,920760,LEN,yfinance,OK,위키 CIK 일치
LH,2004-11-01,,R1,920148,LH,yfinance,OK,위키 CIK 일치
LHX,2019-06-01,,R1,202058,LHX,yfinance,OK,위키 CIK 일치
LII,2024-12-23,,R1,1069202,LII,yfinance,OK,위키 CIK 일치
LIN,2018-11-06,,R1,1707925,LIN,yfinance,OK,위키 CIK 일치
LITE,2026-03-23,,R1,1633978,LITE,yfinance,OK,위키 CIK 일치
LKQ,2016-05-23,2025-12-22,R3,1065696,LKQ,tiingo,OK,LKQ Corp · 후보2→정기보고서 있는 1
LLL,2004-12-01,2019-07-01,R3,1056239,LLL,tiingo,OK,수동: Tiingo 이름=ETF(GraniteShares LLY) · 기간=L3 Technologies(←L-3 Communications Holdings · 2019-06 Harris 합병). 자회사 1039101 아님
LLTC,2000-04-03,2017-03-13,R3,791907,LLTC,tiingo,OK,Linear Technology Corp · 후보1→정기보고서 있는 1
LLY,1996-01-02,,R1,59478,LLY,yfinance,OK,위키 CIK 일치
LM,2006-04-24,2016-12-02,R3,704051,LM,tiingo,OK,Legg Mason Inc · 후보1→정기보고서 있는 1
LMT,1996-01-02,,R1,936468,LMT,yfinance,OK,위키 CIK 일치
LNC,1996-01-02,2023-09-18,R3,59558,LNC,tiingo,OK,Lincoln National Corp · 후보1→정기보고서 있는 1
LNT,2016-07-01,,R1,352541,LNT,yfinance,OK,위키 CIK 일치
LOW,1996-01-02,,R1,60667,LOW,yfinance,OK,위키 CIK 일치
LRCX,2012-06-05,,R1,707549,LRCX,yfinance,OK,위키 CIK 일치
LULU,2023-10-18,,R1,1397187,LULU,yfinance,OK,위키 CIK 일치
LUMN,2020-09-18,2023-03-20,R3,18926,LUMN,tiingo,OK,Lumen Technologies Inc · 후보2→정기보고서 있는 1
LUV,1996-01-02,,R1,92380,LUV,yfinance,OK,위키 CIK 일치
LVLT,2014-11-05,2017-10-13,R3,794323,LVLT,tiingo,OK,Level 3 Communications Inc · 후보2→정기보고서 있는 1
LVS,2019-10-03,,R1,1300514,LVS,yfinance,OK,위키 CIK 일치
LW,2018-12-03,2026-03-23,R3,1679273,LW,tiingo,OK,Lamb Weston Holdings Inc · 후보1→정기보고서 있는 1
LYB,2012-09-05,,R1,1489393,LYB,yfinance,OK,위키 CIK 일치
LYV,2019-12-23,,R1,1335258,LYV,yfinance,OK,위키 CIK 일치
M,1996-01-02,2020-04-06,R3,794367,M,tiingo,OK,Macy`s Inc · 후보1→정기보고서 있는 1
MA,2008-07-18,,R1,1141391,MA,yfinance,OK,위키 CIK 일치
MAA,2016-12-02,,R1,912595,MAA,yfinance,OK,위키 CIK 일치
MAC,2013-05-09,2019-12-23,R3,912242,MAC,tiingo,OK,Macerich Company · 후보1→정기보고서 있는 1
MAR,1998-05-21,,R1,1048286,MAR,yfinance,OK,위키 CIK 일치
MAS,1996-01-02,,R1,62996,MAS,yfinance,OK,위키 CIK 일치
MAT,1996-01-02,2019-06-07,R3,63276,MAT,tiingo,OK,Mattel Inc · 후보2→정기보고서 있는 1
MCD,1996-01-02,,R1,63908,MCD,yfinance,OK,위키 CIK 일치
MCHP,2007-09-07,,R1,827054,MCHP,yfinance,OK,위키 CIK 일치
MCK,1999-01-13,,R1,927653,MCK,yfinance,OK,위키 CIK 일치
MCO,1996-01-02,,R1,1059556,MCO,yfinance,OK,위키 CIK 일치
MDLZ,2007-04-02,,R1,1103982,MDLZ,yfinance,OK,위키 CIK 일치
MDT,1996-01-02,,R1,1613103,MDT,yfinance,OK,위키 CIK 일치
MET,2000-12-11,,R1,1099219,MET,yfinance,OK,위키 CIK 일치
META,2022-06-09,,R1,1326801,META,yfinance,OK,위키 CIK 일치
MGM,2017-07-26,,R1,789570,MGM,yfinance,OK,위키 CIK 일치
MHK,2013-12-23,2025-12-22,R3,851968,MHK,tiingo,OK,Mohawk Industries Inc · 후보1→정기보고서 있는 1
MJN,2009-12-21,2017-06-15,R3,1452575,MJN,tiingo,OK,Mead Johnson Nutrition CO · 후보2→정기보고서 있는 1
MKC,2003-03-21,,R1,63754,MKC,yfinance,OK,위키 CIK 일치
MKTX,2019-07-01,2025-09-22,R3,1278021,MKTX,tiingo,OK,MarketAxess Holdings Inc · 후보3→정기보고서 있는 1
MLM,2014-07-02,,R1,916076,MLM,yfinance,OK,위키 CIK 일치
MMC,1996-01-02,2026-01-14,R2,62709,MRSH,yfinance,OK,Marsh McLennan · 후보1→정기보고서 있는 1
MMM,1996-01-02,,R1,66740,MMM,yfinance,OK,위키 CIK 일치
MNK,2014-08-19,2017-07-26,R5,,,,UNREACHABLE,Tiingo 없음
MNST,2012-06-29,,R1,865752,MNST,yfinance,OK,위키 CIK 일치
MO,1996-01-02,,R1,764180,MO,yfinance,OK,위키 CIK 일치
MOH,2022-03-02,2026-03-23,R3,1179929,MOH,tiingo,OK,Molina Healthcare Inc · 후보1→정기보고서 있는 1
MON,2002-08-14,2018-06-07,R5,,,,UNREACHABLE,Tiingo 기간 2021-03-16~2022-12-23 이 구간을 못 덮음(재사용·잘림)
MOS,2011-09-26,,R1,1285785,MOS,yfinance,OK,위키 CIK 일치
MPC,2011-07-01,,R1,1510295,MPC,yfinance,OK,위키 CIK 일치
MPWR,2021-02-12,,R1,1280452,MPWR,yfinance,OK,위키 CIK 일치
MRK,1996-01-02,,R1,310158,MRK,yfinance,OK,위키 CIK 일치
MRNA,2021-07-21,,R1,1682852,MRNA,yfinance,OK,위키 CIK 일치
MRO,1996-01-02,2024-11-26,R3,101778,MRO,tiingo,OK,Marathon Oil Corporation · 후보2→정기보고서 있는 1
MRSH,2026-01-14,,R1,62709,MRSH,yfinance,OK,위키 CIK 일치
MRVL,2026-06-22,,R1,1835632,MRVL,yfinance,OK,위키 CIK 일치
MS,1996-01-02,,R1,895421,MS,yfinance,OK,위키 CIK 일치
MSCI,2018-04-04,,R1,1408198,MSCI,yfinance,OK,위키 CIK 일치
MSFT,1996-01-02,,R1,789019,MSFT,yfinance,OK,위키 CIK 일치
MSI,1996-01-02,,R1,68505,MSI,yfinance,OK,위키 CIK 일치
MTB,2004-02-27,,R1,36270,MTB,yfinance,OK,위키 CIK 일치
MTCH,2021-09-20,2026-03-23,R3,891103,MTCH,tiingo,OK,Match Group Inc - New · 후보1→정기보고서 있는 1
MTD,2016-09-06,,R1,1037646,MTD,yfinance,OK,위키 CIK 일치
MU,1996-01-02,,R1,723125,MU,yfinance,OK,위키 CIK 일치
MUR,2005-08-15,2017-07-26,R3,717423,MUR,tiingo,OK,Murphy Oil Corp · 후보1→정기보고서 있는 1
MXIM,2018-12-03,2021-08-30,R3,743316,MXIM,tiingo,OK,Maxim Integrated Products Inc · 후보1→정기보고서 있는 1
MYL,2004-04-23,2020-11-17,R3,1623613,MYL,tiingo,OK,Mylan N.V. · 후보1→정기보고서 있는 1
NAVI,2014-05-01,2018-06-05,R3,1593538,NAVI,tiingo,OK,Navient Corp · 후보2→정기보고서 있는 1
NBL,2007-10-08,2020-10-12,R3,72207,NBL,tiingo,OK,Noble Energy Inc · 후보1→정기보고서 있는 1
NCLH,2017-10-13,,R1,1513761,NCLH,yfinance,OK,위키 CIK 일치
NDAQ,2008-10-22,,R1,1120193,NDAQ,yfinance,OK,위키 CIK 일치
NDSN,2022-02-15,,R1,72331,NDSN,yfinance,OK,위키 CIK 일치
NEE,1996-01-02,,R1,753308,NEE,yfinance,OK,위키 CIK 일치
NEM,1996-01-02,,R1,1164727,NEM,yfinance,OK,위키 CIK 일치
NFLX,2010-12-20,,R1,1065280,NFLX,yfinance,OK,위키 CIK 일치
NFX,2010-12-20,2019-02-15,R5,,,,UNREACHABLE,Tiingo 기간 2026-07-07~2026-09-24 이 구간을 못 덮음(재사용·잘림)
NI,2000-11-02,,R1,1111711,NI,yfinance,OK,위키 CIK 일치
NKE,1996-01-02,,R1,320187,NKE,yfinance,OK,위키 CIK 일치
NKTR,2018-03-19,2019-10-03,R3,906709,NKTR,tiingo,OK,Nektar Therapeutics · 후보1→정기보고서 있는 1
NLOK,2019-11-05,2022-11-08,R2,849399,GEN,yfinance,OK,Gen Digital · 후보1→정기보고서 있는 1
NLSN,2013-07-09,2022-10-12,R3,1492633,NLSN,tiingo,OK,Nielsen Holdings plc · 후보3→정기보고서 있는 1
NOC,1996-01-02,,R1,1133421,NOC,yfinance,OK,위키 CIK 일치
NOV,2005-03-14,2021-09-20,R3,1021860,NOV,tiingo,OK,NOV Inc · 후보2→정기보고서 있는 1
NOW,2019-11-21,,R1,1373715,NOW,yfinance,OK,위키 CIK 일치
NRG,2010-01-29,,R1,1013871,NRG,yfinance,OK,위키 CIK 일치
NSC,1996-01-02,,R1,702165,NSC,yfinance,OK,위키 CIK 일치
NTAP,1999-06-25,,R1,1002047,NTAP,yfinance,OK,위키 CIK 일치
NTRS,1998-01-30,,R1,73124,NTRS,yfinance,OK,위키 CIK 일치
NUE,1996-01-02,,R1,73309,NUE,yfinance,OK,위키 CIK 일치
NVDA,2001-11-30,,R1,1045810,NVDA,yfinance,OK,위키 CIK 일치
NVR,2019-09-26,,R1,906163,NVR,yfinance,OK,위키 CIK 일치
NWL,1996-01-02,2023-09-18,R3,814453,NWL,tiingo,OK,Newell Brands Inc · 후보1→정기보고서 있는 1
NWS,2015-09-21,,R1,1564708,NWS,yfinance,OK,위키 CIK 일치
NWSA,2013-07-01,,R1,1564708,NWSA,yfinance,OK,위키 CIK 일치
NXPI,2021-03-22,,R1,1413447,NXPI,yfinance,OK,위키 CIK 일치
O,2015-04-07,,R1,726728,O,yfinance,OK,위키 CIK 일치
ODFL,2019-12-09,,R1,878927,ODFL,yfinance,OK,위키 CIK 일치
OGN,2021-06-04,2023-10-18,R3,1821825,OGN,tiingo,OK,Organon & Company · 후보1→정기보고서 있는 1
OI,2009-01-02,2016-12-02,R3,812074,OI,tiingo,OK,O-I Glass Inc · 후보1→정기보고서 있는 1
OKE,2010-03-15,,R1,1039684,OKE,yfinance,OK,위키 CIK 일치
OMC,1997-12-24,,R1,29989,OMC,yfinance,OK,위키 CIK 일치
ON,2022-06-21,,R1,1097864,ON,yfinance,OK,위키 CIK 일치
ORCL,1996-01-02,,R1,1341439,ORCL,yfinance,OK,위키 CIK 일치
ORLY,2009-03-27,,R1,898173,ORLY,yfinance,OK,위키 CIK 일치
OTIS,2020-04-03,,R1,1781335,OTIS,yfinance,OK,위키 CIK 일치
OXY,1996-01-02,,R1,797468,OXY,yfinance,OK,위키 CIK 일치
PANW,2023-06-20,,R1,1327567,PANW,yfinance,OK,위키 CIK 일치
PARA,2022-02-17,2025-08-08,R3,1826011,PARA,tiingo,OK,Banzai International Inc - Class A · 후보2→정기보고서 있는 1
PAYC,2020-01-28,2026-03-23,R3,1590955,PAYC,tiingo,OK,Paycom Software Inc · 후보1→정기보고서 있는 1
PAYX,1998-10-01,,R1,723531,PAYX,yfinance,OK,위키 CIK 일치
PBCT,2008-11-13,2022-04-04,R3,1378946,PBCT,tiingo,OK,People`s United Financial Inc · 후보1→정기보고서 있는 1
PBI,1996-01-02,2017-03-01,R3,78814,PBI,tiingo,OK,Pitney Bowes Inc · 후보1→정기보고서 있는 1
PCAR,1996-01-02,,R1,75362,PCAR,yfinance,OK,위키 CIK 일치
PCG,1996-01-02,2019-01-18,R3,1004980,PCG,tiingo,OK,PG&E Corp · 후보1→정기보고서 있는 1
PCG,2022-10-03,,R1,1004980,PCG,yfinance,OK,위키 CIK 일치
PCL,2002-01-17,2016-02-22,R3,849213,PCL,tiingo,OK,수동: Tiingo 이름=ETF(PGIM) · 기간=Plum Creek Timber(Weyerhaeuser 2016-02 합병)
PCP,2007-06-01,2016-02-01,R3,79958,PCP,tiingo,OK,Precision Castparts Corp · 후보1→정기보고서 있는 1
PDCO,2005-10-11,2018-03-19,R3,891024,PDCO,tiingo,OK,Patterson Companies Inc · 후보1→정기보고서 있는 1
PEAK,2019-11-05,2024-03-04,R2,765880,DOC,yfinance,OK,Healthpeak Properties · 후보1→정기보고서 있는 1
PEG,1996-01-02,,R1,788784,PEG,yfinance,OK,위키 CIK 일치
PENN,2021-03-22,2022-09-19,R3,921738,PENN,tiingo,OK,PENN Entertainment Inc · 후보1→정기보고서 있는 1
PEP,1996-01-02,,R1,77476,PEP,yfinance,OK,위키 CIK 일치
PFE,1996-01-02,,R1,78003,PFE,yfinance,OK,위키 CIK 일치
PFG,2002-07-22,,R1,1126328,PFG,yfinance,OK,위키 CIK 일치
PG,1996-01-02,,R1,80424,PG,yfinance,OK,위키 CIK 일치
PGR,1997-08-04,,R1,80661,PGR,yfinance,OK,위키 CIK 일치
PH,1996-01-02,,R1,76334,PH,yfinance,OK,위키 CIK 일치
PHM,1996-01-02,,R1,822416,PHM,yfinance,OK,위키 CIK 일치
PKG,2017-07-26,,R1,75677,PKG,yfinance,OK,위키 CIK 일치
PKI,1996-01-02,2023-05-16,R2,31791,RVTY,yfinance,OK,Revvity · 후보1→정기보고서 있는 1
PLD,2003-07-17,,R1,1045609,PLD,yfinance,OK,위키 CIK 일치
PLTR,2024-09-23,,R1,1321655,PLTR,yfinance,OK,위키 CIK 일치
PM,2008-03-31,,R1,1413329,PM,yfinance,OK,위키 CIK 일치
PNC,1996-01-02,,R1,713676,PNC,yfinance,OK,위키 CIK 일치
PNR,2012-10-01,,R1,77360,PNR,yfinance,OK,위키 CIK 일치
PNW,1999-10-04,,R1,764622,PNW,yfinance,OK,위키 CIK 일치
PODD,2023-03-15,,R1,1145197,PODD,yfinance,OK,위키 CIK 일치
POM,2007-11-09,2016-03-24,R5,,,,UNREACHABLE,Tiingo 기간 2025-10-08~2026-09-25 이 구간을 못 덮음(재사용·잘림)
POOL,2020-10-07,2026-06-22,R3,945841,POOL,tiingo,OK,Pool Corporation · 후보2→정기보고서 있는 1
PPG,1996-01-02,,R1,79879,PPG,yfinance,OK,위키 CIK 일치
PPL,1996-01-02,,R1,922224,PPL,yfinance,OK,위키 CIK 일치
PRGO,2011-12-19,2021-09-20,R3,1585364,PRGO,tiingo,OK,Perrigo Company plc · 후보5→정기보고서 있는 1
PRU,2002-07-22,,R1,1137774,PRU,yfinance,OK,위키 CIK 일치
PSA,2005-08-19,,R1,1393311,PSA,yfinance,OK,위키 CIK 일치
PSKY,2025-08-08,,R1,2041610,PSKY,yfinance,OK,위키 CIK 일치
PSX,2012-05-01,,R1,1534701,PSX,yfinance,OK,위키 CIK 일치
PTC,2021-04-20,,R1,857005,PTC,yfinance,OK,위키 CIK 일치
PVH,2013-02-14,2022-09-19,R3,78239,PVH,tiingo,OK,PVH Corp · 후보1→정기보고서 있는 1
PWR,2009-07-01,,R1,1050915,PWR,yfinance,OK,위키 CIK 일치
PX,1996-01-02,2018-10-31,R3,884905,PX,tiingo,OK,Praxair Inc · 후보1→정기보고서 있는 1
PXD,2008-09-24,2024-05-08,R3,1038357,PXD,tiingo,OK,Pioneer Natural Resources Company · 후보1→정기보고서 있는 1
PYPL,2015-07-20,,R1,1633917,PYPL,yfinance,OK,위키 CIK 일치
Q,2025-11-03,,R1,2058873,Q,yfinance,OK,위키 CIK 일치
